2.277227722772277474e+00 4.013086606456856316e+03 4.127187333232315723e+03 4.127187333232315723e+03 4.125875818091622023e+03
2.326732673267327023e+00 3.875380682367328973e+03 3.987995942364851089e+03 3.987995942364851089e+03 3.986701113535386867e+03
2.376237623762376572e+00 3.742400029219834323e+03 3.853498848539737082e+03 3.853498848539737082e+03 3.852221072425729744e+03
2.425742574257425677e+00 3.613982503042548160e+03 3.723537734316616934e+03 3.723537734316616934e+03 3.722277333622622336e+03
2.475247524752475226e+00 3.489971523707057258e+03 3.597959621587454876e+03 3.597959621587454876e+03 3.596716877849400134e+03
2.524752475247524774e+00 3.370215884009431193e+03 3.476616691504968003e+03 3.476616691504968003e+03 3.475391847500171480e+03
2.574257425742574323e+00 3.254569565302526371e+03 3.359366110484060300e+03 3.359366110484060300e+03 3.358159372525510662e+03
2.623762376237623872e+00 3.142891559454721573e+03 3.246069862071441548e+03 3.246069862071441548e+03 3.244881402191404050e+03
2.673267326732673421e+00 3.035045696918004069e+03 3.136594584485525957e+03 3.136594584485525957e+03 3.135424542513330380e+03
2.722772277227722970e+00 2.930900480695760962e+03 3.030811413635373810e+03 3.030811413635373810e+03 3.029659899174040220e+03
2.772277227722772519e+00 2.830328926007837254e+03 2.928595831433898638e+03 2.928595831433898638e+03 2.927462925740057472e+03
2.821782178217822068e+00 2.733208405457362460e+03 2.829827519226782897e+03 2.829827519226782897e+03 2.828713276998167657e+03
2.871287128712871617e+00 2.639420499510554691e+03 2.734390216164573758e+03 2.734390216164573758e+03 2.733294667239182218e+03
2.920792079207920722e+00 2.548850852107194896e+03 2.642171582351251345e+03 2.642171582351251345e+03 2.641094733322096999e+03
2.970297029702970271e+00 2.461389031225714007e+03 2.553063066608174267e+03 2.553063066608174267e+03 2.552004902357395622e+03
3.019801980198019820e+00 2.376928394232878418e+03 2.466959778697752881e+03 2.466959778697752881e+03 2.465920263853676261e+03
3.069306930693069368e+00 2.295365957853898180e+03 2.383760365856439876e+03 2.383760365856439876e+03 2.382739446177052741e+03
3.118811881188118917e+00 2.216602272604407517e+03 2.303366893491705468e+03 2.303366893491705468e+03 2.302364497177844896e+03
3.168316831683168466e+00 2.140541301531213776e+03 2.225684729902564868e+03 2.225684729902564868e+03 2.224700768843989408e+03
3.217821782178218015e+00 2.067090303113962364e+03 2.150622434887962299e+03 2.150622434887962299e+03 2.149656805845339477e+03
3.267326732673267564e+00 1.996159718184940402e+03 2.078091652111890198e+03 2.078091652111890198e+03 2.077144237837607307e+03
3.316831683168317113e+00 1.927663060729137214e+03 2.008007005098548689e+03 2.008007005098548689e+03 2.007077675399126292e+03
3.366336633663366662e+00 1.861516812431416611e+03 1.940285996735115987e+03 1.940285996735115987e+03 1.939374609477890772e+03
3.415841584158416211e+00 1.797640320842220035e+03 1.874848912163839032e+03 1.874848912163839032e+03 1.873955314230465092e+03
3.465346534653465316e+00 1.735955701037632934e+03 1.811618724949134275e+03 1.811618724949134275e+03 1.810742753138346416e+03
3.514851485148514865e+00 1.676387740653910214e+03 1.750521006409247775e+03 1.750521006409247775e+03 1.749662488291224236e+03
3.564356435643564414e+00 1.618863808180666865e+03 1.691483838005750385e+03 1.691483838005750385e+03 1.690642592730312572e+03
3.613861386138613963e+00 1.563313764400916170e+03 1.634437726687738859e+03 1.634437726687738859e+03 1.633613565748530618e+03
3.663366336633663511e+00 1.509669876869973223e+03 1.579315523091094519e+03 1.579315523091094519e+03 1.578508251047791191e+03
3.712871287128713060e+00 1.457866737328948375e+03 1.526052342496511756e+03 1.526052342496511756e+03 1.525261757657020553e+03
3.762376237623762609e+00 1.407841181952132274e+03 1.474585488453255948e+03 1.474585488453255948e+03 1.473811383517784634e+03
3.811881188118812158e+00 1.359532214331028172e+03 1.424854378978745672e+03 1.424854378978745672e+03 1.424096541647536924e+03
3.861386138613861707e+00 1.312880931101128681e+03 1.376800475247091299e+03 1.376800475247091299e+03 1.376058688793539204e+03
3.910891089108911256e+00 1.267830450120749219e+03 1.330367212682645913e+03 1.330367212682645913e+03 1.329641256493440778e+03
3.960396039603960361e+00 1.224325841114351078e+03 1.285499934377460704e+03 1.285499934377460704e+03 1.284789584461331515e+03
4.009900990099009910e+00 1.182314058695782023e+03 1.242145826754267546e+03 1.242145826754267546e+03 1.241450856220828882e+03
4.059405940594059459e+00 1.141743877689773853e+03 1.200253857399260141e+03 1.200253857399260141e+03 1.199574036909399410e+03
4.108910891089109008e+00 1.102565830672830998e+03 1.159774714991493283e+03 1.159774714991493283e+03 1.159109813180674337e+03
4.158415841584158557e+00 1.064732147657355426e+03 1.120660751258193386e+03 1.120660751258193386e+03 1.120010535133990516e+03
4.207920792079208105e+00 1.028196697845462722e+03 1.082865924887653819e+03 1.082865924887653819e+03 1.082230160202773277e+03
4.257425742574257654e+00 9.929149333814712008e+02 1.046345747333694590e+03 1.046345747333694590e+03 1.045724198935685081e+03
4.306930693069307203e+00 9.588438350344795253e+02 1.011057230447893289e+03 1.011057230447893289e+03 1.010449662606693778e+03
4.356435643564356752e+00 9.259418597448045603e+02 9.769588358779448072e+02 9.769588358779448072e+02 9.763650125923652467e+02
4.405940594059406301e+00 8.941688899703221978e+02 9.440104261725848573e+02 9.440104261725848573e+02 9.434301114567707600e+02
4.455445544554455850e+00 8.634861847709487392e+02 9.121732175355244863e+02 9.121732175355244863e+02 9.116061756864052086e+02
4.504950495049505399e+00 8.338563325716196459e+02 8.814097341727805315e+02 8.814097341727805315e+02 8.808557300194586333e+02
4.554455445544554948e+00 8.052432055461704294e+02 8.516837641796646494e+02 8.516837641796646494e+02 8.511425633156607091e+02
4.603960396039604497e+00 7.776119155664981690e+02 8.229603169155052456e+02 8.229603169155052456e+02 8.224316859147298828e+02
4.653465346534654046e+00 7.509287716632934462e+02 7.952055818159267346e+02 7.952055818159267346e+02 7.946892884332147560e+02
4.702970297029703595e+00 7.251612389464738726e+02 7.683868885942057432e+02 7.683868885942057432e+02 7.678827019512069683e+02
4.752475247524753144e+00 7.002778989352310646e+02 7.424726687848548181e+02 7.424726687848548181e+02 7.419803595420419242e+02
4.801980198019801804e+00 6.762484112493202701e+02 7.174324185841680901e+02 7.174324185841680901e+02 7.169517590996861145e+02
4.851485148514851353e+00 6.530434766148841845e+02 6.932366629439870849e+02 6.932366629439870849e+02 6.927674274200368245e+02
4.900990099009900902e+00 6.306348011397024038e+02 6.698569208764220093e+02 6.698569208764220093e+02 6.693988854938372697e+02
4.950495049504950451e+00 6.089950618143079737e+02 6.472656719286878797e+02 6.472656719286878797e+02 6.468186149703367391e+02
5.000000000000000000e+00 5.880978731969061073e+02 6.254363237885929721e+02 6.254363237885929721e+02 6.250000257522036691e+02
